0.01 1.9709705206552004 1.415
0.02 3.1922279963875635 1.28
0.03 0.5223674674702131 1.62
0.04 2.769051765540771 1.85
0.05 2.6437852380438676 1.6
0.06 1.9930252381282738 1.89
0.07 1.0018386308859086 1.61
0.08 0.9657086499685441 1.39
0.09 595.5549391701986 404.68
0.1 1404.8749290685757 218.325
0.11 437.6490707615374 181.665
0.12 532.566651976189 314.925
0.13 221.61736843039313 115.82
0.14 1162.9045774757035 218.555
0.15 1662.2192768959615 198.585
0.16 535.6137413728064 213.0
0.17 994.8838774443286 186.23
0.18 1160.8679246253932 216.3
0.19 766.6516685597188 238.22
0.2 1023.902617306691 232.47
0.21 1467.2848382155996 147.815
0.22 1747.490689464481 183.14
0.23 1498.2171104777565 167.73
0.24 954.4581503372765 122.475
0.25 1004.7280431485254 177.39
0.26 479.443080087208 226.755
0.27 1109.8155469308097 181.5
0.28 757.1634497373989 163.52
0.29 2155.1519513276044 229.04
0.3 1102.2371630207758 257.645
0.31 1950.2902849898494 212.075
0.32 461.47881484242345 151.435
0.33 1572.7702417591145 221.11
0.34 332.0927631585223 178.805
0.35 2313.1882781527866 212.395
0.36 656.0374068321465 167.12
0.37 622.9102691669968 242.61
0.38 227.86161202685201 131.81
0.39 1675.342415498129 215.255
0.4 157.180688944241 248.49
0.41 308.71742183835715 156.34
0.42 89.66561205809535 185.83
0.43 3588.7931493762017 204.975
0.44 1744.927685462882 123.91
0.45 1306.0109794823684 265.1
0.46 1559.7784427462316 122.67
0.47 471.15519157480486 150.77
0.48 1235.556396068445 157.055
0.49 352.856083025024 250.245
0.5 569.1777426661014 153.56
0.51 972.7471553383833 297.15
0.52 1035.350249875291 158.895
0.53 1170.8604957331402 212.79
0.54 1118.6512537838032 131.35
0.55 643.9641953058549 234.525
0.56 986.6411639278053 119.78
0.57 766.247311005507 226.955
0.58 720.4650529617581 119.62
0.59 932.9048620452107 300.32
0.6 558.656304624792 226.65
0.61 429.2885357994963 207.785
0.62 1525.8117070950343 223.125
0.63 1393.418189222204 209.58
0.64 7.372771480137386 147.025
0.65 734.9691798805 304.795
0.66 895.7347345668672 231.045
0.67 741.3335714210808 265.0
0.68 1080.4268007996948 135.435
0.69 1197.8943803484838 256.29
0.7 659.8771479433149 201.34
0.71 1330.5503895536197 195.79
0.72 786.1928698050855 171.16
0.73 1409.0390316703467 233.07
0.74 846.5202408221145 139.845
0.75 1108.2549864795744 280.355
